"Stock","Client Name","Client Category","Action*","Reported To/By Exchange","Quantity","Post Transaction Holding","Traded %","Avg. Price","Value","Period","Regulation (Insider/SAST)","Security Type","Mode"
"Dr. Lal Pathlabs","Amit Aggarwal","Designated Person","Acquisition","2026-08-07","1250","1250","0.00","581.0","726,273","04 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Dr. Lal PathLabs Employee Welfare Trust","Other","Disposal","2026-08-07","40050","765798","0.02","1335.6","53,488,843","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Aditya Dhankhar","Designated Person","Disposal","2026-08-07","375","0
                
                
                    (0%)","0.00","1884","706,500","31 Jul 2026  31 Jul 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Aditya Dhankhar","Designated Person","Acquisition","2026-08-07","600","600","0.00","1026.3","615,750","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Amit Aggarwal","Designated Person","Disposal","2026-08-07","750","0
                
                
                    (0%)","0.00","1919","1,439,250","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Life Insurance Corp","President of India, acting through the Ministry of Finance, Government of India","Promoter","Disposal","2026-08-07","822333558","11384912004","6.50","","-","04 Aug 2026  05 Aug 2026","SAST (29(2))","-","Offer For Sale"
"Cupid Breweries","Subha Lalita Samavedam","Directors Immediate Relative","Disposal","2026-08-07","18000","50308","0.02","27.4","493,117","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","Market Sale"
"TruAlt Bioenergy","NIRANI HOLDINGS PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-07","91705","1337135","0.11","476.1","43,664,418","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Purchase"
"HCL Technologies","HCL Technologies Stock Options Trust","Designated Person","Disposal","2026-08-07","11584","7746669","0.00","1375.7","15,936,109","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOS"
"HCL Technologies","HCL Technologies Stock Options Trust","Designated Person","Disposal","2026-08-07","3604","7743065","0.00","1370","4,937,480","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","ESOS"
"Dhampur Bio Organics","Sonitron Limited","Promoter Group","Acquisition","2026-08-07","15000","11520499","0.02","111.0","1,664,845","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"JSW Energy","ANUSHREE JINDAL","Promoter Group","Acquisition","2026-08-07","2290000","2290000","0.12","560","1,282,400,000","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Gift"
"Sterlite Tech","Navin Agarwal","Promoter Group","Disposal","2026-08-07","2500","154445","0.00","664.5","1,661,250","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"SAR Auto Products","SHREYAS RAMESHBHAI VIRANI","Promoter and Director","Disposal","2026-08-07","2800","1307149","0.06","3564","9,979,200","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Dhampur Bio Organics","DBO Employee Welfare Trust","Trust","Acquisition","2026-08-07","10000","699383","0.02","112.3","1,123,166","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"GLEN Industries","Lalit Agrawal(HUF)","Promoter Group","Acquisition","2026-08-07","19200","251000","0.08","113.3","2,175,774","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Purchase"
"Dhampur Bio Organics","Sonitron Limited","Promoter Group","Acquisition","2026-08-07","25000","11505499","0.04","112.6","2,815,225","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"Ravindra Energy","Narendra Murkumbi","Promoter and Director","-","2026-08-07","500000","41534310","0.25","171.7","85,835,000","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Pledge Creation"
"Dhampur Bio Organics","DBO Employee Welfare Trust","Trust","Acquisition","2026-08-07","10000","709383","0.02","111.5","1,114,893","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Purchase"
"Telge Projects","Shobha Uttam Telge","Promoter Immediate Relative","Acquisition","2026-08-07","30000","30007","0.31","162.8","4,883,880","04 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Ravindra Energy","Khandepar Investments Private Limited","Promoter","-","2026-08-07","2630500","60535860","1.32","171.7","451,577,935","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Pledge Creation"
"Tata Consumer ","AMITH SEBASTIAN","Designated Person","Disposal","2026-08-07","1347","0
                
                
                    (0%)","0.00","1082.7","1,458,343","31 Jul 2026  31 Jul 2026","Insider Trading","Equity","Market Sale"
"Thangamayil Jewellery","BALUSAMY SILVEARS JEWELLERY PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-07","1080","546836","0.00","5070.6","5,476,270","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Indokem","Prism Plantations Pvt Ltd","Promoter Group","Disposal","2026-08-07","2000","7579","0.01","626.8","1,253,500","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Sacheta Metals","PRANAV SATISHKUMAR SHAH","Promoter Group","Acquisition","2026-08-07","16065","11399870","0.01","3.8","61,207","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Purchase"
"Gyan Developers ","Mahendar Raj","Promoter","Disposal","2026-08-07","76000","298","2.53","55.1","4,186,080","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Off Market"
"Gyan Developers ","Tarachand Jain","Promoter","Disposal","2026-08-07","107200","0
                
                
                    (0%)","3.57","55.1","5,904,576","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Off Market"
"Gyan Developers ","Kamala Devi","Promoter","Disposal","2026-08-07","102200","0
                
                
                    (0%)","3.41","55.1","5,629,176","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Off Market"
"Rose Merc.","CapitalSquare Finance Pvt Ltd","Other","Acquisition","2026-08-07","333334","333334","5.36","","-","15 Jul 2026  15 Jul 2026","SAST (29(1))","-","Off Market Transfer"
"Robust Hotels","Arun Kumar Saraf","Other","Acquisition","2026-08-07","2026520","-","11.72","","-","01 Jan 1900  01 Jan 1900","SAST (10(6))","-","-"
"Robust Hotels","Arun Kumar Saraf & PACs","Promoter","Disposal","2026-08-07","2026520","11349179","11.72","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"Bajaj Finance","Bajaj General Insurance Limited","Promoter Group","Disposal","2026-08-07","259000","662000","0.00","1149.9","297,824,834","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Jay Gandhi","Designated Person","Disposal","2026-08-07","1339","0
                
                
                    (0%)","0.00","1185","1,586,715","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Samrat Bose","Designated Person","Disposal","2026-08-07","2000","102500","0.00","1186.0","2,372,020","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Sandeep Joshi","Designated Person","Disposal","2026-08-07","2000","16263","0.00","1185.5","2,371,000","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Batlivala & Karani Resources Management Pvt. Ltd","Connected Person","Disposal","2026-08-07","474997","2900018","0.12","1185.1","562,923,695","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Himanshu Jain","Designated Person","Disposal","2026-08-07","25000","35000","0.01","1183.0","29,575,250","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Jai Prakash Meena","Designated Person","Acquisition","2026-08-07","6900","8900","0.00","991.6","6,842,367","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"JSW Steel","JSW Steel Employees Welfare Trust – JSWSL OPJ Samruddhi Plan 2021 A/c","Other","Disposal","2026-08-07","937","4462639","0.00","1288.0","1,206,861","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","ANUP PRATAPSINGH MAHESHWARI","Designated Person","Disposal","2026-08-07","25000","132280","0.01","1190.4","29,759,750","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Japhia Joshua Walker","Designated Person","Disposal","2026-08-07","1000","58304","0.00","1195","1,195,000","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Sanjay Wadhwa","Designated Person","Disposal","2026-08-07","5000","7693","0.00","1186","5,930,000","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Aditya Dhankhar","Designated Person","Acquisition","2026-08-07","600","600","0.00","1026.3","615,750","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"Wipro","UMUNG VARMA","Designated Person","Disposal","2026-08-07","11498","0
                
                
                    (0%)","0.00","191.9","2,206,926","06 Aug 2026  06 Aug 2026","Insider Trading","Any other instrument","Market Sale"
"360 One Wam","ANUP PRATAPSINGH MAHESHWAR","Designated Person","Disposal","2026-08-07","10306","121974","0.00","1192.9","12,294,440","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Batlivala & Karani Resources Management Pvt. Ltd","Connected Person","Disposal","2026-08-07","365000","3375015","0.09","1165.0","425,235,950","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Abhishek Aggarwal","Designated Person","Disposal","2026-08-07","1250","0
                
                
                    (0%)","0.00","1905.0","2,381,300","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"JSW Steel","JSW Steel Employees Welfare Trust – OPJ ESOP Plan 2021 A/c","Other","Disposal","2026-08-07","1208","4457337","0.00","1322.0","1,597,019","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Aditya Dhankhar","Designated Person","Disposal","2026-08-07","375","0
                
                
                    (0%)","0.00","1884","706,500","31 Jul 2026  31 Jul 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Amit Aggarwal","Designated Person","Disposal","2026-08-07","500","750","0.00","1921","960,500","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Amit Aggarwal","Designated Person","Acquisition","2026-08-07","1250","1250","0.00","581.0","726,273","04 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"JSW Steel","JSW Steel Employees Welfare Trust – OPJ ESOP Plan 2021 A/c","Other","Disposal","2026-08-07","1033","4463576","0.00","1288","1,330,504","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Sangam","Sangam (India) Limited Employees Welfare Trust","Trust","Disposal","2026-08-07","1350","924893","0.00","399.5","539,286","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Dr. Lal PathLabs Employee Welfare Trust","Other","Disposal","2026-08-07","40050","765798","0.02","1335.6","53,488,843","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Amit Aggarwal","Designated Person","Disposal","2026-08-07","750","0
                
                
                    (0%)","0.00","1919","1,439,250","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"JSW Steel","JSW Steel Employees Welfare Trust – JSWSL OPJ Samruddhi Plan 2021 A/c","Other","Disposal","2026-08-07","796","4456541","0.00","1322.0","1,052,318","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Samrat Bose","Designated Person","Disposal","2026-08-07","1000","101500","0.00","1182.0","1,182,040","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Japhia Joshua Walker","Designated Person","Disposal","2026-08-07","1000","59304","0.00","1182.7","1,182,660","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Nikunj Kedia","Designated Person","Disposal","2026-08-07","10000","0
                
                
                    (0%)","0.00","1188","11,880,000","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Grill Splendour Services","Resonance Opportunities Fund","","Sale","2026-08-07","565200","678000","-","","-","28 Jul 2026  28 Jul 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Jeyyam Global Foods","Shripal Veeramchand Sanghvi","Promoter","Sale","2026-08-07","2374000","2822604","-","","-","28 Jul 2026  28 Jul 2026","SAST (Reg29(2))","Equity shares","Others"
"Wise Travel","Mr. Ashok Vashist","Promoter","Acquisition","2026-08-07","1185000","10527315","-","","-","30 Jul 2026  31 Jul 2026","SAST (Reg29(2))","Equity shares","Others"
"Wise Travel","Ms. Hema Bisht","Promoter","Sale","2026-08-07","185000","2462330","-","","-","30 Jul 2026  30 Jul 2026","SAST (Reg29(2))","Equity shares","Inter-se transfer"
"Wise Travel","Mr. Vivek Laroia","Promoter","Sale","2026-08-07","1000000","3482237","-","","-","31 Jul 2026  31 Jul 2026","SAST (Reg29(2))","Equity shares","Inter-se transfer"
"Arvind Port and Infra","Vinit Arvind Shah","Promoter","Acquisition","2026-08-07","6000","1444500","-","","-","16 Jul 2026  17 Jul 2026","SAST (Reg29(2))","Equity shares","Others"
"Arvind Port and Infra","Vinit Arvind Shah","Promoter","Acquisition","2026-08-07","6000","1453500","-","","-","29 Jul 2026  30 Jul 2026","SAST (Reg29(2))","Equity shares","Others"
"Agarwal Float Glass","Uma Shankar Agarwal","Promoter","Sale","2026-08-07","24000","4019473","-","","-","03 Aug 2026  03 Aug 2026","SAST (Reg29(2))","Equity shares","Open Market"
"NCL Industries","Roopa Kalidindi","Promoter","Pledge","2026-08-07","401300","0","-","","-","23 Jul 2026  23 Jul 2026","SAST (Reg31)","-","Release"
"Afcons Infrastructure","Goswami Infratech Private Limited","Promoter","Pledge","2026-08-07","92072053","0","-","","-","21 Jul 2026  21 Jul 2026","SAST (Reg31)","-","Release"
"Ajanta Pharma","Aayush Agrawal, trustee Aayush Agrawal Trust","Promoter","Pledge","2026-08-07","925926","12047783","-","","-","23 Jul 2026  23 Jul 2026","SAST (Reg31)","-","Release"
"Medplus Health","Agilemed Investment Pvt Ltd","Promoter","Pledge","2026-08-07","900000","12377525","-","","-","24 Jul 2026  24 Jul 2026","SAST (Reg31)","-","Creation"
"Themis Medicare","VIVIDHMARGI INVESTMENTS PRIVATE LIMITED","Promoter","Pledge","2026-08-07","3000000","3000000","-","","-","30 Jul 2026  30 Jul 2026","SAST (Reg31)","-","Creation"
"Archean Chemical ","Chemikas  Speciality LLP","Promoter","Pledge","2026-08-07","5200","13947010","-","","-","22 Jul 2026  22 Jul 2026","SAST (Reg31)","-","Release"
"Medplus Health","Lone Furrow Investment Private LTd","Promoter","Pledge","2026-08-07","2900000","5400000","-","","-","24 Jul 2026  24 Jul 2026","SAST (Reg31)","-","Creation"
"Garuda Construction","PKH Ventures Ltd","Promoter","Pledge","2026-08-07","6500000","6500000","-","","-","31 Jul 2026  31 Jul 2026","SAST (Reg31)","-","Creation"
"Dev Accelerator","MR. Rushit  Shah","Promoter","Others","2026-08-07","6198880","6198880","-","","-","31 Jul 2026  31 Jul 2026","SAST (Reg31)","-","Creation"
"Apollo Tyres","Mr. Raaja Kanwar","Promoter","Pledge","2026-08-07","24000","0","0%","","-","30 Jul 2026  30 Jul 2026","SAST (Reg31)","-","Invocation"
"Deepak Builders Engineers","Mr. Deepak Kumar Singal","Promoter","Pledge","2026-08-07","1200000","47700000","-","","-","31 Jul 2026  31 Jul 2026","SAST (Reg31)","-","Creation"
"NOCIL","Hrishikesh Arvind Mafatlal as a trustee of Gurukripa Trust","Promoter","Pledge","2026-08-07","900000","7100000","-","","-","30 Jul 2026  30 Jul 2026","SAST (Reg31)","-","Creation"
"Sanginita Chemicals","Guttikonda Vara Lakshmi","","Acquisition","2026-08-07","2567288","2567288","-","","-","31 Jul 2026  31 Jul 2026","SAST (Reg29(1))","Equity shares","Open Market"
"Sanginita Chemicals","Guttikonda Rajasekhar","","Acquisition","2026-08-07","1140470","1140470","-","","-","31 Jul 2026  31 Jul 2026","SAST (Reg29(1))","Equity shares","Open Market"
"Kaiser Corporation","Prit Hi –Power Private Limited","Promoter","Disposal","2026-08-07","687180","2976097","1.31","6.2","4,238,112","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Sugs Lloyd","SANTOSH KUMAR SHAH","Promoter and Director","Acquisition","2026-08-07","10000","135000","0.04","143.5","1,434,783","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","Market Purchase"
"TruAlt Bioenergy","NIRANI HOLDINGS PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-07","21600","1245430","0.03","463.0","10,000,363","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"GHCL","Ravi shanker Jalan","Director","Disposal","2026-08-07","50000","500300","0.05","438.0","21,898,782","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Sugs Lloyd","SANTOSH KUMAR SHAH","Promoter and Director","Acquisition","2026-08-07","8000","143000","0.03","163.8","1,310,440","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Restaurant Brands Asia","QSR Asia Pte Ltd & Others","Promoter","Disposal","2026-08-07","65623091","-","9.22","","-","07 Jul 2026  07 Jul 2026","SAST (29(2))","-","Off Market"
"Restaurant Brands Asia","Rajasthan Global Securities Pvt Ltd","Other","Disposal","2026-08-07","19860430","40119037","2.79","","-","06 Jul 2026  06 Jul 2026","SAST (29(2))","-","Open Offer"
"Refex Industries","Refex Holding Pvt Ltd","Promoter","Acquisition","2026-08-07","1000000","77623085","0.73","","-","25 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"Shekhawati Industries","SKI Buildcon Pvt Ltd (Revised)","Promoter","Acquisition","2026-08-07","1510000","22103425","4.38","","-","18 May 2026  19 May 2026","SAST (29(2))","-","Inter-se Transfer"
"Restaurant Brands Asia","Lenexis Foodworks Pvt Ltd & Others","Promoter","Acquisition","2026-08-07","65623091","297233543","9.22","","-","07 Jul 2026  07 Jul 2026","SAST (29(2))","-","Off Market Transfer"
"Robust Hotels","Arun Kumar Saraf & PACs","Promoter","Acquisition","2026-08-07","2026520","11349179","11.72","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"Restaurant Brands Asia","SBI Mutual Fund","None","Disposal","2026-08-07","30500000","-","4.28","","-","03 Jul 2026  03 Jul 2026","SAST (29(2))","-","Open Offer"
"Shekhawati Industries","Altius Buildcon Pvt Ltd (Revised)","Promoter","Disposal","2026-08-07","1510000","22103425","4.38","","-","18 May 2026  19 May 2026","SAST (29(2))","-","Inter-se Transfer"
"Restaurant Brands Asia","Lenexis Foodworks Pvt Ltd & Others","Promoter","Acquisition","2026-08-07","103039024","231610452","14.48","","-","06 Jul 2026  06 Jul 2026","SAST (29(2))","-","Open Offer"
"Riyaasat Lifestyle","Fivex Capital VCC - Fivex Emerging Star Fund","Other","Acquisition","2026-08-07","626400","626400","5.83","","-","30 Jun 2026  30 Jun 2026","SAST (29(1))","-","Public Issue"
"GAMCO","RASHI GOENKA","Promoter Group","Acquisition","2026-08-07","25000","1570631","0.05","49.9","1,247,500","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Purchase"
"GAMCO","RAJ GOENKA","Promoter Group","Acquisition","2026-08-07","13772","1328738","0.03","49.6","683,381","04 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"GAMCO","RAJEEV GOENKA HUF","Promoter Group","Acquisition","2026-08-07","11000","89923","0.02","49.7","546,810","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"BMW Ventures","SHIVANSH KISHOREPURIA","Promoter Group","Acquisition","2026-08-07","65000","150000","0.07","60.2","3,915,213","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Swashthik Plascon","Ayushh R","Promoter Group","Acquisition","2026-08-07","48000","48000","0.25","22.2","1,064,263","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"Swashthik Plascon","ANITA D","Promoter","Acquisition","2026-08-07","48000","1226000","0.25","22.2","1,064,263","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"Rallis","SBI Mutual Fund","None","Disposal","2026-08-07","210237","13854108","0.10","","-","17 Jul 2026  17 Jul 2026","SAST (29(2))","-","Market"
"Redington","HDFC Mutual Fund","Other","Disposal","2026-08-07","15761176","56744059","2.01","","-","01 Jul 2026  01 Jul 2026","SAST (29(2))","-","Market"
"Ramkrishna Forgings","SMALLCAP World Fund, Inc. (Revised)","None","Disposal","2026-08-07","4562568","8136365","2.55","","-","15 Jul 2026  15 Jul 2026","SAST (29(2))","-","Market"
"Disha Resources","Bankatlal Badrinarayan Kabra HUF","Promoter","Disposal","2026-08-07","100000","0
                
                
                    (0%)","1.37","26.1","2,613,117","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Disha Resources","Satyanarayan Jagannath Kabra","Promoter","Disposal","2026-08-07","454385","230615","6.21","26.1","11,860,112","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Disha Resources","Badrinarayan Bankatlal Kabra HUF","Promoter","Disposal","2026-08-07","100000","0
                
                
                    (0%)","1.37","0.0","1","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"KCP","VRK GRANDSONS INVESTMENT LTD","Promoter Group","Acquisition","2026-08-07","12009","4427009","0.01","140.5","1,686,890","29 Jun 2026  30 Jun 2026","Insider Trading","Equity","Market Purchase"
"Bluestone Jewellery","Suket Murarka","Designated Person","Disposal","2026-08-06","1100","34300","0.00","855","940,500","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Suket Murarka","Designated Person","Disposal","2026-08-06","1050","33250","0.00","860","903,000","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Suket Murarka","Designated Person","Disposal","2026-08-06","1010","35400","0.00","850.5","859,032","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Kaiser Corporation","Pask Holdings Private Limited","Promoter","Disposal","2026-08-06","750000","966365","1.43","6.2","4,633,031","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Kaiser Corporation","H L ROCHAT ENGINEERING PVT LTD","Promoter","Disposal","2026-08-06","881546","756578","1.68","6.2","5,445,640","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Anshuman Maheshwary","Designated Person","Disposal","2026-08-06","14607","165152","0.00","1155","16,871,085","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Pankaj Fitkariwala","Designated Person","Disposal","2026-08-06","2500","55000","0.00","1169.6","2,924,000","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Samrat Bose","Designated Person","Disposal","2026-08-06","1000","105500","0.00","1146.7","1,146,710","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Guarav Doshi","Designated Person","Disposal","2026-08-06","1781","2000","0.00","1165.3","2,075,435","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Priya Pradip Biswas","Designated Person","Disposal","2026-08-06","1000","39000","0.00","1171.1","1,171,050","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Samrat Bose","Designated Person","Disposal","2026-08-06","1000","104500","0.00","1164.1","1,164,100","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Japhia Joshua Walker","Designated Person","Disposal","2026-08-06","2000","60304","0.00","1163.9","2,327,720","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Embassy Office Parks REIT","Brijesh Lawrence Michael Dsouza","Designated Person","Acquisition","2026-08-06","12558","12558","0.00","0","0","05 Aug 2026  05 Aug 2026","Insider Trading","Any other instrument","ESOP"
"Bluestone Jewellery","Suket Murarka","Designated Person","Disposal","2026-08-06","1100","34300","0.00","855","940,500","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"GLEN Industries","Lalit Agrawal(HUF)","Promoter Group","Acquisition","2026-08-06","44400","231800","0.18","111.9","4,966,584","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Bluestone Jewellery","Suket Murarka","Designated Person","Disposal","2026-08-06","1010","35400","0.00","850.5","859,032","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Embassy Office Parks REIT","Manish Kumar Manu","Designated Person","Acquisition","2026-08-06","6764","20286","0.00","0","0","04 Aug 2026  04 Aug 2026","Insider Trading","Any other instrument","ESOP"
"Prataap Snacks","Authum Investment & Infrastructure Limited","Promoter","Acquisition","2026-08-06","217598","11240198","0.91","1170.0","254,587,484","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"Bluestone Jewellery","Suket Murarka","Designated Person","Disposal","2026-08-06","1050","33250","0.00","860","903,000","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Embassy Office Parks REIT","Embassy Office Parks REIT Employee Welfare Trust","Other","Disposal","2026-08-06","19322","916517","0.00","0","0","04 Aug 2026  05 Aug 2026","Insider Trading","Any other instrument","Off Market"
"Three M Paper Boards","RUSHABH HITENDRA SHAH","Promoter and Director","Acquisition","2026-08-06","4000","1469000","0.02","24.5","97,980","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"NIIT Learning ","Rohit Sethi","Designated Person","Disposal","2026-08-06","5000","7436","0.00","247.8","1,238,893","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"NIIT Learning ","Rohit Sethi","Designated Person","Disposal","2026-08-06","5000","2436","0.00","249.5","1,247,255","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"NIIT Learning ","Rohit Sethi","Designated Person","Disposal","2026-08-06","2000","12436","0.00","240.6","481,154","29 Jul 2026  29 Jul 2026","Insider Trading","Equity","Market Sale"
"Obcl","OBCL INFRASTRUCTURE PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-06","66849","2067081","0.32","53.1","3,546,892","03 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"Indokem","Prism Plantations Pvt Ltd","Promoter Group","Disposal","2026-08-06","175","9579","0.00","595.6","104,228","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Sacheta Metals","PRANAV SATISHKUMAR SHAH","Promoter Group","Acquisition","2026-08-06","12306","11383805","0.01","3.8","47,255","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Tata Consumer ","Akansha Dixit","Designated Person","Disposal","2026-08-06","1000","1191","0.00","1103.7","1,103,660","29 Jul 2026  29 Jul 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","(Hony) Brig Dr Arvind Lal","Promoter and Director","Disposal","2026-08-06","320000","50210886","0.19","1905.4","609,742,252","03 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Dr. Lal PathLabs Employee Welfare Trust","Other","Acquisition","2026-08-06","211050","805848","0.13","1213.5","256,104,786","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"Raj Television ","Kiran Kumar Jain M","Other","Disposal","2026-08-06","395189","6771580","0.76","","-","04 Jul 2026  04 Jul 2026","SAST (29(2))","-","Market"
"Infosys","Rakesh Babu Gollapalli","Designated Person","Disposal","2026-08-06","1083","0
                
                
                    (0%)","0.00","1171.9","1,269,115","04 Aug 2026  04 Aug 2026","Insider Trading","Any other instrument","Market Sale"
